name,description,lon,lat
HP-Print-DE-Officejet Pro 8600,BSSID: <b>00:9c:02:d1:a4:de</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393098814999</b><br/>Date: <b>2014-02-22 14:53:34</b>,-82.39936925382723,34.849438945231356
Westin Poinsett Greenville,BSSID: <b>a4:56:30:15:c1:60</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393098715000</b><br/>Date: <b>2014-02-22 14:51:55</b>,-82.39977142452821,34.84861396716549
GCI-GUEST,BSSID: <b>24:de:c6:bd:c1:a3</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393098508000</b><br/>Date: <b>2014-02-22 14:48:28</b>,-82.40033109716416,34.84741915823431
AndroidAP bun,BSSID: <b>84:25:db:d3:a0:0d</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393098694000</b><br/>Date: <b>2014-02-22 14:51:34</b>,-82.3998214117596,34.848534239963726
EASC-Group-guest,BSSID: <b>68:7f:74:97:5c:e1</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393097440000</b><br/>Date: <b>2014-02-22 14:30:40</b>,-82.40045658148146,34.85001715363208
HYATT-LOBBY,BSSID: <b>0c:27:24:77:b9:11</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393096690999</b><br/>Date: <b>2014-02-22 14:18:10</b>,-82.39790630280183,34.85306923547729
,BSSID: <b>f4:1f:c2:d0:02:b2</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393096762000</b><br/>Date: <b>2014-02-22 14:19:22</b>,-82.39759160276829,34.85380890837246
veranda on main1,BSSID: <b>c8:d7:19:8e:06:5a</b><br/>Capabilities: <b>[WPS][ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393097663999</b><br/>Date: <b>2014-02-22 14:34:23</b>,-82.40016760369106,34.848580292282584
HP-Print-9A-Officejet Pro 8600,BSSID: <b>2c:76:8a:bf:2e:9a</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393096392000</b><br/>Date: <b>2014-02-22 14:13:12</b>,-82.39713222946858,34.85211329916593
wcsrguest,BSSID: <b>00:24:97:88:dd:11</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393097964000</b><br/>Date: <b>2014-02-22 14:39:24</b>,-82.40171483226618,34.8457962485272
HP-Print-BF-LaserJet M1217,BSSID: <b>e0:06:e6:4f:80:bf</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2442</b><br/>Timestamp: <b>1393097696999</b><br/>Date: <b>2014-02-22 14:34:56</b>,-82.40031272840967,34.848376774917114
overstreet-guest,BSSID: <b>58:6d:8f:9f:71:4e</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393094509000</b><br/>Date: <b>2014-02-22 13:41:49</b>,-82.39805942511546,34.85146733710325
REGUSNETWIFI,BSSID: <b>00:22:55:57:d2:90</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393096766000</b><br/>Date: <b>2014-02-22 14:19:26</b>,-82.39760751790885,34.85385338640401
Westin Poinsett Greenville,BSSID: <b>a4:56:30:15:a9:d0</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393097378000</b><br/>Date: <b>2014-02-22 14:29:38</b>,-82.39929774750728,34.849982592918266
SobysPublic,BSSID: <b>00:15:6d:72:02:57</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393098770000</b><br/>Date: <b>2014-02-22 14:52:50</b>,-82.39942166068236,34.849321940470205
wirelessdowntown,BSSID: <b>00:60:b3:4f:f6:61</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393098934999</b><br/>Date: <b>2014-02-22 14:55:34</b>,-82.39952988004818,34.84971938413709
Westin Poinsett Greenville,BSSID: <b>a4:56:30:15:a6:20</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393097566000</b><br/>Date: <b>2014-02-22 14:32:46</b>,-82.3997795690664,34.84933575382748
HYATT-GUEST,BSSID: <b>44:ad:d9:e4:0f:c0</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393096702999</b><br/>Date: <b>2014-02-22 14:18:22</b>,-82.39788637777362,34.853086827377155
Sully's Steamers-guest,BSSID: <b>ca:d7:19:9b:8a:3d</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393099030999</b><br/>Date: <b>2014-02-22 14:57:10</b>,-82.39901609664062,34.85036085947392
Westin Poinsett Greenville,BSSID: <b>2c:36:f8:b9:de:20</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393098936999</b><br/>Date: <b>2014-02-22 14:55:36</b>,-82.39952679002123,34.84973312842663
SJM-Guest,BSSID: <b>a4:0c:c3:97:79:41</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393097660999</b><br/>Date: <b>2014-02-22 14:34:20</b>,-82.40016760369106,34.848580292282584
Airlink101,BSSID: <b>00:21:2f:39:a7:e8</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393098462999</b><br/>Date: <b>2014-02-22 14:47:42</b>,-82.40057803443763,34.84680867180929
Westin Poinsett Greenville,BSSID: <b>a4:56:30:46:79:e0</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393097508000</b><br/>Date: <b>2014-02-22 14:31:48</b>,-82.4001467163715,34.84954527250392
GCI-GUEST,BSSID: <b>6c:f3:7f:1a:87:43</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393098454999</b><br/>Date: <b>2014-02-22 14:47:34</b>,-82.40062066474835,34.84672782441284
FUEL Client,BSSID: <b>c6:9f:db:83:3b:0d</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393098669000</b><br/>Date: <b>2014-02-22 14:51:09</b>,-82.3998859452684,34.84845334742409
HYATT-GUEST,BSSID: <b>44:ad:d9:71:bf:60</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393096356000</b><br/>Date: <b>2014-02-22 14:12:36</b>,-82.39753422365077,34.85220644163455
Westin Poinsett Greenville,BSSID: <b>a4:56:30:15:9f:10</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393097569000</b><br/>Date: <b>2014-02-22 14:32:49</b>,-82.39979181137882,34.84932450307048
Westin Poinsett Greenville,BSSID: <b>a4:56:30:15:c0:d0</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393098943999</b><br/>Date: <b>2014-02-22 14:55:43</b>,-82.39951002608922,34.849777522704805
bcenter,BSSID: <b>d8:c7:c8:1f:50:81</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393096513999</b><br/>Date: <b>2014-02-22 14:15:13</b>,-82.3965391362175,34.85212435968351
HYATT-LOBBY,BSSID: <b>0c:68:03:cb:f1:41</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393096691999</b><br/>Date: <b>2014-02-22 14:18:11</b>,-82.39790646173634,34.85308025586662
HYATT-GUEST,BSSID: <b>0c:68:03:cb:f1:40</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393096693999</b><br/>Date: <b>2014-02-22 14:18:13</b>,-82.39790642376343,34.85308028379395
HYATT-GUEST,BSSID: <b>0c:68:03:cb:95:f0</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393096563999</b><br/>Date: <b>2014-02-22 14:16:03</b>,-82.39721157109707,34.85223994299068
,BSSID: <b>18:33:9d:6c:7f:f2</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393097201999</b><br/>Date: <b>2014-02-22 14:26:41</b>,-82.40001136089299,34.85098410352919
HYATT-GUEST,BSSID: <b>34:a8:4e:43:6f:e0</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393096507999</b><br/>Date: <b>2014-02-22 14:15:07</b>,-82.39642791586243,34.85203892744987
Coffee UnderGround Guest,BSSID: <b>00:15:6d:7a:6c:9b</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2427</b><br/>Timestamp: <b>1393096207000</b><br/>Date: <b>2014-02-22 14:10:07</b>,-82.39904636829807,34.85105669434842
linksys,BSSID: <b>00:23:69:c9:0b:24</b><br/>Capabilities: <b>[WPS][ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393098002000</b><br/>Date: <b>2014-02-22 14:40:02</b>,-82.40196666395234,34.84553234862496
HYATT-GUEST,BSSID: <b>0c:68:03:dd:76:c0</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393096571999</b><br/>Date: <b>2014-02-22 14:16:11</b>,-82.39724873482687,34.85228222633881
NetCamE148,BSSID: <b>ec:1a:59:d8:e1:48</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393096374000</b><br/>Date: <b>2014-02-22 14:12:54</b>,-82.39725630140899,34.85214229352197
Westin Poinsett Greenville,BSSID: <b>a4:56:30:15:c1:30</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393098731000</b><br/>Date: <b>2014-02-22 14:52:11</b>,-82.39965090643625,34.84889863588733
HYATT-LOBBY,BSSID: <b>0c:27:24:e6:a2:23</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393096718999</b><br/>Date: <b>2014-02-22 14:18:38</b>,-82.39771654621029,34.85322172442215
HYATT-MEETING,BSSID: <b>0c:27:24:e6:a2:22</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393096718999</b><br/>Date: <b>2014-02-22 14:18:38</b>,-82.39771654621029,34.85322172442215
HYATT-GUEST,BSSID: <b>0c:27:24:e6:a2:20</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393096718999</b><br/>Date: <b>2014-02-22 14:18:38</b>,-82.39771654621029,34.85322172442215
HYATT-GUEST,BSSID: <b>0c:68:03:cb:c2:d0</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393096380000</b><br/>Date: <b>2014-02-22 14:13:00</b>,-82.39725630140899,34.85214229352197
cbh-public,BSSID: <b>00:26:cb:ab:37:92</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393097448000</b><br/>Date: <b>2014-02-22 14:30:48</b>,-82.40051592866162,34.84996710272504
guadalajaraonmain,BSSID: <b>00:25:9c:1a:1e:28</b><br/>Capabilities: <b>[WPS][ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393096998000</b><br/>Date: <b>2014-02-22 14:23:18</b>,-82.39819351004421,34.852229195941135
HYATT-GUEST,BSSID: <b>0c:27:24:77:76:50</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393096568999</b><br/>Date: <b>2014-02-22 14:16:08</b>,-82.39723798808627,34.852248215266016
REGUSNETWIFI,BSSID: <b>00:1c:0f:4c:4b:50</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393096667999</b><br/>Date: <b>2014-02-22 14:17:47</b>,-82.39796665947506,34.85282684970111
Courtyard_Guest,BSSID: <b>e8:ed:f3:d1:db:c1</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393097684999</b><br/>Date: <b>2014-02-22 14:34:44</b>,-82.40020891774324,34.84847350140533
Courtyard_Conf,BSSID: <b>e8:ed:f3:d1:db:c0</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393097684999</b><br/>Date: <b>2014-02-22 14:34:44</b>,-82.40020891774324,34.84847350140533
HP-Print-D1-Officejet Pro 8600,BSSID: <b>ec:9a:74:9f:d1:d1</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2452</b><br/>Timestamp: <b>1393099050999</b><br/>Date: <b>2014-02-22 14:57:30</b>,-82.39893109589211,34.850329064324846
linksys,BSSID: <b>00:16:b6:18:93:a8</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393096743000</b><br/>Date: <b>2014-02-22 14:19:03</b>,-82.3976724261744,34.85354858262493
HYATT-GUEST,BSSID: <b>44:ad:d9:71:8b:00</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393096688999</b><br/>Date: <b>2014-02-22 14:18:08</b>,-82.39790837408721,34.85306760596896
Carolina Ale Wifi,BSSID: <b>58:6d:8f:2e:79:e9</b><br/>Capabilities: <b>[WPS][ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393097589000</b><br/>Date: <b>2014-02-22 14:33:09</b>,-82.39978916924713,34.84924589725073
,BSSID: <b>0c:85:25:33:d1:d1</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393098021000</b><br/>Date: <b>2014-02-22 14:40:21</b>,-82.40207345084362,34.84540807788869
Courtyard_Guest,BSSID: <b>7c:95:f3:cc:ac:b0</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393097798999</b><br/>Date: <b>2014-02-22 14:36:38</b>,-82.40087564373397,34.847326623829495
BrightPenguin-guest,BSSID: <b>c0:c1:c0:bb:cf:29</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393097978000</b><br/>Date: <b>2014-02-22 14:39:38</b>,-82.40179723706586,34.84569568259096
Westin Poinsett Greenville,BSSID: <b>2c:36:f8:60:fb:b0</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393097552000</b><br/>Date: <b>2014-02-22 14:32:32</b>,-82.39969908732134,34.84945389032038
Michelin on Main Free,BSSID: <b>c6:3d:c7:63:a2:71</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393097978000</b><br/>Date: <b>2014-02-22 14:39:38</b>,-82.40179723706586,34.84569568259096
,BSSID: <b>ec:e1:a9:8a:47:10</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393097069999</b><br/>Date: <b>2014-02-22 14:24:29</b>,-82.398640205327,34.851522636682475
,BSSID: <b>0c:85:25:33:c5:01</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393098015000</b><br/>Date: <b>2014-02-22 14:40:15</b>,-82.40203315755019,34.84548361571269
linksys,BSSID: <b>00:18:f8:bc:70:4d</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393097941000</b><br/>Date: <b>2014-02-22 14:39:01</b>,-82.4015088649957,34.845965692611266
Cisco_Extender_05895,BSSID: <b>58:6d:8f:f0:95:1b</b><br/>Capabilities: <b>[WPS][ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393096973000</b><br/>Date: <b>2014-02-22 14:22:53</b>,-82.39816529000194,34.85237205588543
HP-Print-FE-Photosmart 6520,BSSID: <b>ec:9a:74:37:37:fe</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393097316000</b><br/>Date: <b>2014-02-22 14:28:36</b>,-82.3989961907352,34.85039594224433
belkin.baa.guests,BSSID: <b>ec:1a:59:20:db:ad</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393094822999</b><br/>Date: <b>2014-02-22 13:47:02</b>,-82.39907007987362,34.85086500425034
Landmark_public,BSSID: <b>dc:9f:db:1c:00:de</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393096747000</b><br/>Date: <b>2014-02-22 14:19:07</b>,-82.39764354533244,34.853615070804445
FancyPine-guest,BSSID: <b>68:7f:74:9f:48:68</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393098037000</b><br/>Date: <b>2014-02-22 14:40:37</b>,-82.4021411760471,34.84527360483843
HYATT-GUEST,BSSID: <b>34:a8:4e:43:a4:00</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2412</b><br/>Timestamp: <b>1393096365000</b><br/>Date: <b>2014-02-22 14:12:45</b>,-82.39753422365077,34.85220644163455
ANTHRO_GUEST_WIFI,BSSID: <b>b4:c7:99:09:a8:62</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393094525000</b><br/>Date: <b>2014-02-22 13:42:05</b>,-82.39822770320963,34.851547879108665
,BSSID: <b>00:27:22:e9:63:a0</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393096685999</b><br/>Date: <b>2014-02-22 14:18:05</b>,-82.39789825704874,34.85301320147451
,BSSID: <b>00:0f:66:ec:7c:d8</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393096737000</b><br/>Date: <b>2014-02-22 14:18:57</b>,-82.39770206328596,34.853373420111346
Courtyard_Guest,BSSID: <b>50:17:ff:9e:5d:d0</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2437</b><br/>Timestamp: <b>1393097687999</b><br/>Date: <b>2014-02-22 14:34:47</b>,-82.40023760941342,34.84845002864169
studio104-guest,BSSID: <b>c8:b3:73:16:f9:31</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393097912000</b><br/>Date: <b>2014-02-22 14:38:32</b>,-82.4012283272122,34.846209888031524
Westin Poinsett Greenville,BSSID: <b>a4:56:30:15:bd:f0</b><br/>Capabilities: <b>[ESS]</b><br/>Frequency: <b>2462</b><br/>Timestamp: <b>1393097611999</b><br/>Date: <b>2014-02-22 14:33:31</b>,-82.3997586317354,34.84913713510101